"Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Season"
"Tommie Green","PG",22,"NOJ",59,0,13.7,1.6,4,0.388,0,0,0,1.6,4,0.388,0.388,0.8,1.1,0.762,0.3,0.8,1.2,2.4,1,0.1,1.5,1.9,3.9,"1978-1979"
"Kevin Grevey","SF",25,"WSB",65,0,28.6,6.4,14.2,0.453,0,0,0,6.4,14.2,0.453,0.453,2.7,3.4,0.772,1.4,2.2,3.6,2.4,0.7,0.2,1.8,2.4,15.5,"1978-1979"
"Paul Griffin","PF",25,"NOJ",77,0,18.2,1.4,2.9,0.475,0,0,0,1.4,2.9,0.475,0.475,1.2,1.9,0.619,1.6,3.4,5.1,1.8,0.7,0.5,1.5,2.6,3.9,"1978-1979"
"Bob Gross","SF",25,"POR",53,0,27.2,3.9,8.4,0.472,0,0,0,3.9,8.4,0.472,0.472,1.8,2.2,0.807,2,2.7,4.7,3.5,1.3,0.9,2.3,3,9.7,"1978-1979"
"Ernie Grunfeld","SF",23,"MIL",82,0,21.7,4,8.1,0.493,0,0,0,4,8.1,0.493,0.493,2.3,3.1,0.761,1.5,2.9,4.4,2.6,0.7,0.2,1.7,2.7,10.3,"1978-1979"
"Lars Hansen","C",24,"SEA",15,0,13.7,1.9,3.8,0.509,0,0,0,1.9,3.8,0.509,0.509,1.2,2.1,0.581,1.5,2.5,3.9,0.9,0.1,0.1,0.6,1.9,5.1,"1978-1979"
"James Hardy","SF",22,"NOJ",68,0,21.4,2.9,6.3,0.46,0,0,0,2.9,6.3,0.46,0.46,0.9,1.3,0.693,1.8,2.8,4.6,1,0.8,0.9,1.4,2,6.7,"1978-1979"
"Joe Hassett","SG",23,"SEA",55,0,8.4,1.8,3.8,0.474,0,0,0,1.8,3.8,0.474,0.474,0.4,0.4,1,0.2,0.6,0.8,0.8,0.3,0.1,0.6,1.1,4.1,"1978-1979"
"Steve Hawes","PF",28,"ATL",81,0,27.2,4.6,9.3,0.492,0,0,0,4.6,9.3,0.492,0.492,1.3,1.6,0.818,2.3,5,7.3,2.3,1,0.6,1.8,3.3,10.5,"1978-1979"
"Robert Hawkins","SG",24,"DET",4,0,7,1.5,4,0.375,0,0,0,1.5,4,0.375,0.375,1.5,1.5,1,0.8,0.8,1.5,1,1.3,0,0.5,1.8,4.5,"1978-1979"
"Elvin Hayes*","PF",33,"WSB",82,0,37.9,8.8,18,0.487,0,0,0,8.8,18,0.487,0.487,4.3,6.5,0.654,3.8,8.3,12.1,1.7,0.9,2.3,2.9,3.8,21.8,"1978-1979"
"Spencer Haywood*","PF",29,"TOT",68,0,34.7,8.8,17.7,0.494,0,0,0,8.8,17.7,0.494,0.494,3.4,4.3,0.791,2.5,5.3,7.8,1.9,0.6,1.2,2.9,3.5,20.9,"1978-1979"
"Spencer Haywood*","PF",29,"NYK",34,0,30.1,7.3,15,0.489,0,0,0,7.3,15,0.489,0.489,3.1,4.3,0.733,1.9,4.1,6.1,1.6,0.3,0.9,2.6,3.2,17.8,"1978-1979"
"Spencer Haywood*","PF",29,"NOJ",34,0,39.4,10.2,20.5,0.497,0,0,0,10.2,20.5,0.497,0.497,3.6,4.3,0.849,3.1,6.5,9.6,2.1,0.9,1.6,3.3,3.8,24,"1978-1979"
"Gar Heard","PF",30,"PHO",63,0,19.3,2.6,5.8,0.441,0,0,0,2.6,5.8,0.441,0.441,1.1,1.6,0.689,1.6,4,5.6,1,0.8,0.9,1,2.2,6.3,"1978-1979"
"Tom Henderson","PG",27,"WSB",70,0,29.7,4.3,9.2,0.466,0,0,0,4.3,9.2,0.466,0.466,2.2,2.8,0.8,0.7,1.6,2.3,6,1.2,0.1,2.1,1.8,10.8,"1978-1979"
"Keith Herron","SG",22,"ATL",14,0,5.8,1,3.4,0.292,0,0,0,1,3.4,0.292,0.292,0.9,0.9,0.923,0.3,0.4,0.7,0.2,0.4,0.1,0.4,0.8,2.9,"1978-1979"
"Phil Hicks","SF",26,"DEN",20,0,6.4,0.9,2.2,0.419,0,0,0,0.9,2.2,0.419,0.419,0.2,0.3,0.6,0.7,0.8,1.4,0.4,0.3,0,0.7,1,2,"1978-1979"
"Kenny Higgs","PG",24,"CLE",68,0,15.4,1.9,4.1,0.455,0,0,0,1.9,4.1,0.455,0.455,1.3,1.6,0.766,0.3,1.2,1.5,2.1,1,0.2,0.7,2.6,5,"1978-1979"
"Armond Hill","PG",25,"ATL",82,0,30.8,3.6,8.3,0.434,0,0,0,3.6,8.3,0.434,0.434,3,3.5,0.854,0.5,1.5,2,5.9,1.2,0.2,2.5,3.6,10.2,"1978-1979"
"Darnell Hillman","PF",29,"KCK",78,0,20.7,2.7,5.5,0.493,0,0,0,2.7,5.5,0.493,0.493,1.6,2.9,0.558,1.8,3.8,5.5,1.2,0.6,0.8,1.7,3.7,7,"1978-1979"
"Wilbur Holland","SG",27,"CHI",82,0,30.3,5.4,11.5,0.473,0,0,0,5.4,11.5,0.473,0.473,1.7,2.1,0.801,1,2.1,3.1,4,1.5,0.1,2.3,2.9,12.6,"1978-1979"
"Lionel Hollins","PG",25,"POR",64,0,30.7,6.3,13.8,0.454,0,0,0,6.3,13.8,0.454,0.454,2.7,3.5,0.778,0.5,1.8,2.3,5.1,1.8,0.4,3.5,3.1,15.3,"1978-1979"
"Essie Hollis","SF",23,"DET",25,0,6.2,1.2,3,0.4,0,0,0,1.2,3,0.4,0.4,0.4,0.5,0.75,0.8,1,1.8,0.2,0.4,0,0.6,1.1,2.8,"1978-1979"
"Otis Howard","PF",22,"TOT",14,0,8.1,1.7,4,0.429,0,0,0,1.7,4,0.429,0.429,0.8,1.6,0.478,1.3,1.6,2.9,0.4,0.1,0.1,0.5,1.7,4.2,"1978-1979"
"Otis Howard","PF",22,"MIL",3,0,7.3,1.7,3.7,0.455,0,0,0,1.7,3.7,0.455,0.455,0,0,0,1.7,0.7,2.3,0.3,0,0,0.7,2.7,3.3,"1978-1979"
"Otis Howard","PF",22,"DET",11,0,8.3,1.7,4.1,0.422,0,0,0,1.7,4.1,0.422,0.422,1,2.1,0.478,1.2,1.9,3.1,0.4,0.2,0.2,0.5,1.5,4.5,"1978-1979"
"Lou Hudson","SG",34,"LAL",78,0,21.6,4.2,8.2,0.517,0,0,0,4.2,8.2,0.517,0.517,1.4,1.6,0.887,0.8,1,1.8,1.8,0.7,0.2,1.3,1.7,9.8,"1978-1979"
"Kim Hughes","C",26,"DEN",81,0,13.4,1.2,2.2,0.538,0,0,0,1.2,2.2,0.538,0.538,0.2,0.6,0.4,1.4,2.8,4.1,0.9,0.7,1.3,1,2.7,2.6,"1978-1979"
"Dan Issel*","C",30,"DEN",81,0,33.9,6.6,12.7,0.517,0,0,0,6.6,12.7,0.517,0.517,3.9,5.2,0.754,3,6.1,9.1,3.1,0.8,0.6,2.1,2.9,17,"1978-1979"
"Phil Jackson*","PF",33,"NJN",59,0,18.1,2.4,5.1,0.475,0,0,0,2.4,5.1,0.475,0.475,1.5,1.8,0.819,1,2,3,1.4,0.8,0.4,1.3,2.8,6.3,"1978-1979"
"Aaron James","SF",26,"NOJ",73,0,19.4,4.3,8.6,0.494,0,0,0,4.3,8.6,0.494,0.494,1.4,1.9,0.75,1.3,2.1,3.4,1.1,0.4,0.3,1.5,2.8,10,"1978-1979"
"Charles Johnson","SG",29,"WSB",82,0,22.2,4.2,9.6,0.435,0,0,0,4.2,9.6,0.435,0.435,0.8,1,0.848,0.9,1.6,2.5,2.2,1.2,0.1,1.1,2,9.2,"1978-1979"
"Clemon Johnson","C",22,"POR",74,0,10.7,1.4,2.9,0.47,0,0,0,1.4,2.9,0.47,0.47,0.5,1,0.486,1.1,1.9,3.1,1.1,0.3,0.5,0.9,1.6,3.2,"1978-1979"
"Dennis Johnson*","SG",24,"SEA",80,0,34,6,13.9,0.434,0,0,0,6,13.9,0.434,0.434,3.8,4.9,0.781,1.8,2.9,4.7,3.5,1.3,1.2,2.4,2.6,15.9,"1978-1979"
"Eddie Johnson","SG",23,"ATL",78,0,30.9,6.4,12.6,0.51,0,0,0,6.4,12.6,0.51,0.51,3.1,3.7,0.832,0.8,1.3,2.2,4.6,1.6,0.1,2.7,3.1,16,"1978-1979"
"George Johnson","C",30,"NJN",78,0,26.4,2.6,6.2,0.427,0,0,0,2.6,6.2,0.427,0.427,1.3,1.8,0.761,2.6,5.3,7.9,1.1,0.9,3.2,2.3,4,6.6,"1978-1979"
"George Johnson","PF",22,"MIL",67,0,17.3,2.5,5.1,0.482,0,0,0,2.5,5.1,0.482,0.482,1.3,1.7,0.718,1.6,3.8,5.4,1.2,1.1,0.7,1.5,2.8,6.2,"1978-1979"
"John Johnson","SF",31,"SEA",82,0,29.1,4.3,10,0.434,0,0,0,4.3,10,0.434,0.434,2.3,3,0.76,1.5,3.5,5,4.4,0.7,0.3,3.1,3,11,"1978-1979"
"Marques Johnson","SF",22,"MIL",77,0,36.1,10.6,19.4,0.55,0,0,0,10.6,19.4,0.55,0.55,4.3,5.7,0.76,2.8,4.9,7.6,3,1.5,1.2,2.2,2.4,25.6,"1978-1979"
"Mickey Johnson","PF",26,"CHI",82,0,31.6,6,13.5,0.449,0,0,0,6,13.5,0.449,0.449,3.3,4,0.83,2.4,5.3,7.6,4.6,1.1,0.7,3.8,3.5,15.4,"1978-1979"
"Ollie Johnson","SF",29,"CHI",71,0,24.4,4,7.6,0.52,0,0,0,4,7.6,0.52,0.52,1.2,1.5,0.8,0.8,2.4,3.2,2.3,0.8,0.5,1.6,2.6,9.2,"1978-1979"
"Bobby Jones","PF",27,"PHI",80,0,28.8,4.7,8.8,0.537,0,0,0,4.7,8.8,0.537,0.537,2.6,3.5,0.755,2.5,4.2,6.6,2.5,1.3,1.2,2.1,3.1,12.1,"1978-1979"
"Caldwell Jones","C",28,"PHI",78,0,27.8,3.9,8.2,0.474,0,0,0,3.9,8.2,0.474,0.474,1.6,2.1,0.747,2.3,7.3,9.6,1.9,0.5,2,2,3.9,9.3,"1978-1979"
"Dwight Jones","C",26,"HOU",81,0,15,2.2,4.9,0.458,0,0,0,2.2,4.9,0.458,0.458,1.2,1.6,0.727,1.4,2.7,4,0.7,0.4,0.3,1.3,2.5,5.7,"1978-1979"
"Eddie Jordan","PG",24,"NJN",82,0,27.6,4.9,11.7,0.418,0,0,0,4.9,11.7,0.418,0.418,2.6,3.3,0.777,0.9,1.7,2.6,4.5,2.5,0.5,3,2.5,12.4,"1978-1979"
"Jeff Judkins","SF",22,"BOS",81,0,18.8,3.6,7.2,0.503,0,0,0,3.6,7.2,0.503,0.503,1.5,1.8,0.815,0.9,1.5,2.4,1.8,1,0.1,1.3,2.3,8.8,"1978-1979"
"Rich Kelley","C",25,"NOJ",80,0,33.8,5.5,10.9,0.506,0,0,0,5.5,10.9,0.506,0.506,4.7,5.7,0.814,3.8,9,12.8,3.6,1.6,2.1,3.6,3.9,15.7,"1978-1979"
"Larry Kenon","PF",26,"SAS",81,0,36.4,9.2,18.3,0.504,0,0,0,9.2,18.3,0.504,0.504,3.6,4.3,0.845,3.2,6.5,9.8,4.1,1.9,0.2,3.7,2.4,22.1,"1978-1979"
"Bernard King*","SF",22,"NJN",82,0,34.9,8.7,16.6,0.522,0,0,0,8.7,16.6,0.522,0.522,4.3,7.5,0.564,3.1,5.1,8.2,3.6,1.4,0.5,3.9,4,21.6,"1978-1979"
"Billy Knight","SF",26,"TOT",79,0,26.5,5.6,10.6,0.528,0,0,0,5.6,10.6,0.528,0.528,3.2,3.7,0.841,1.2,3.2,4.4,1.9,0.8,0.1,2.8,2,14.3,"1978-1979"
"Billy Knight","SF",26,"BOS",40,0,28,5.5,10.9,0.502,0,0,0,5.5,10.9,0.502,0.502,3,3.7,0.808,1,3.3,4.3,1.7,0.8,0.1,3.2,2.2,13.9,"1978-1979"
"Billy Knight","SF",26,"IND",39,0,25,5.7,10.2,0.556,0,0,0,5.7,10.2,0.556,0.556,3.4,3.8,0.873,1.4,3.1,4.5,2.2,0.8,0.1,2.5,1.9,14.7,"1978-1979"
"Toby Knight","SF",23,"NYK",82,0,32.5,7.4,14.3,0.519,0,0,0,7.4,14.3,0.519,0.519,1.8,2.5,0.704,2.5,4.2,6.7,1.5,0.7,0.7,2,3.8,16.6,"1978-1979"
"Joel Kramer","PF",23,"PHO",82,0,17.1,2.2,4.5,0.489,0,0,0,2.2,4.5,0.489,0.489,1.5,2.1,0.71,1.6,2.5,4.1,1.1,0.5,0.3,1.2,2.7,5.9,"1978-1979"
"John Kuester","PG",23,"DEN",33,0,6.4,0.5,1.6,0.308,0,0,0,0.5,1.6,0.308,0.308,0.4,0.4,0.929,0.2,0.2,0.4,1.1,0.5,0,0.6,0.9,1.4,"1978-1979"
"Kevin Kunnert","C",27,"SDC",81,0,20.8,2.9,6.2,0.467,0,0,0,2.9,6.2,0.467,0.467,0.7,1,0.659,2.5,4.5,7,1.4,0.6,1.5,1.7,3.8,6.5,"1978-1979"
"Mitch Kupchak","PF",24,"WSB",66,0,24.3,5.6,10.4,0.539,0,0,0,5.6,10.4,0.539,0.539,3.4,4.5,0.743,2.3,4.2,6.5,1.3,0.3,0.3,1.8,2.1,14.6,"1978-1979"
"Sam Lacey","C",30,"KCK",82,0,32,4.3,8.5,0.502,0,0,0,4.3,8.5,0.502,0.502,2,2.8,0.739,2.2,6.4,8.6,5.2,1.3,1.7,3,3.8,10.6,"1978-1979"
"Tom LaGarde","C",23,"SEA",23,0,25,4.3,7.9,0.541,0,0,0,4.3,7.9,0.541,0.541,2.5,4.1,0.6,2.7,5.6,8.3,1.4,0.3,0.8,2,3.3,11,"1978-1979"
"John Lambert","PF",26,"CLE",70,0,14.7,2.1,4.7,0.45,0,0,0,2.1,4.7,0.45,0.45,0.5,0.8,0.636,1.7,2.5,4.1,0.6,0.4,0.4,0.9,2.3,4.7,"1978-1979"
"Mark Landsberger","PF",23,"CHI",80,0,24.5,3.5,7.3,0.475,0,0,0,3.5,7.3,0.475,0.475,1.1,2.4,0.469,3.7,5.6,9.3,0.9,0.3,0.3,1.9,1.6,8.1,"1978-1979"
"Bob Lanier*","C",30,"DET",53,0,34.6,9.2,17.9,0.515,0,0,0,9.2,17.9,0.515,0.515,5.2,6.9,0.749,3.1,6.2,9.3,2.6,0.9,1.4,3.3,3.4,23.6,"1978-1979"
"Butch Lee","PG",22,"TOT",82,0,21.7,3.5,7.7,0.457,0,0,0,3.5,7.7,0.457,0.457,2.1,2.8,0.761,0.4,1.1,1.5,3.6,1,0,1.9,1.8,9.2,"1978-1979"
"Butch Lee","PG",22,"ATL",49,0,20.3,2.9,6.4,0.46,0,0,0,2.9,6.4,0.46,0.46,1.8,2.4,0.752,0.2,1,1.2,3.4,1.1,0,2,1.8,7.7,"1978-1979"
"Butch Lee","PG",22,"CLE",33,0,23.7,4.4,9.7,0.455,0,0,0,4.4,9.7,0.455,0.455,2.6,3.4,0.77,0.7,1.4,2,3.8,0.9,0,1.8,1.8,11.5,"1978-1979"
"Ron Lee","PG",26,"TOT",60,0,22.4,3.6,8.5,0.43,0,0,0,3.6,8.5,0.43,0.43,1.6,2.4,0.695,1.1,1.8,2.8,3.4,1.8,0.1,2.8,3,8.9,"1978-1979"
"Ron Lee","PG",26,"PHO",43,0,22,4,8.9,0.452,0,0,0,4,8.9,0.452,0.452,1.7,2.4,0.712,1,1.7,2.6,3.1,1.6,0.1,2.7,3.2,9.8,"1978-1979"
"Ron Lee","PG",26,"NOJ",17,0,23.4,2.6,7.3,0.363,0,0,0,2.6,7.3,0.363,0.363,1.4,2.2,0.649,1.2,2,3.2,4.3,2.2,0.1,2.9,2.6,6.7,"1978-1979"
"Scott Lloyd","C",26,"TOT",72,0,6.9,0.6,1.7,0.344,0,0,0,0.6,1.7,0.344,0.344,0.4,0.7,0.574,0.7,0.7,1.3,0.4,0.1,0.1,0.7,1.3,1.5,"1978-1979"
"Scott Lloyd","C",26,"SDC",5,0,6.2,0,0.4,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0.4,0.6,0,0.2,0,1.6,1.2,0,"1978-1979"
"Scott Lloyd","C",26,"CHI",67,0,6.9,0.6,1.8,0.35,0,0,0,0.6,1.8,0.35,0.35,0.4,0.7,0.574,0.7,0.7,1.4,0.5,0.1,0.1,0.6,1.3,1.7,"1978-1979"
"John Long","SG",22,"DET",82,0,30.5,7.1,15.1,0.469,0,0,0,7.1,15.1,0.469,0.469,1.9,2.3,0.826,1.5,1.7,3.2,1.5,1.2,0.2,1.7,2.7,16.1,"1978-1979"
"John Lucas","PG",25,"GSW",82,0,37.7,6.5,14,0.462,0,0,0,6.5,14,0.462,0.462,3.2,3.9,0.822,0.8,2.2,3,9.3,1.9,0.1,3.1,2.8,16.1,"1978-1979"
"Maurice Lucas","PF",26,"POR",69,0,35.7,8.2,17.5,0.47,0,0,0,8.2,17.5,0.47,0.47,3.9,5,0.783,2.8,7.6,10.4,3.1,1,1.2,3.4,3.7,20.4,"1978-1979"
"Moses Malone*","C",23,"HOU",82,0,41.3,8.7,16.2,0.54,0,0,0,8.7,16.2,0.54,0.54,7.3,9.9,0.739,7.2,10.5,17.6,1.8,1,1.5,4,2.7,24.8,"1978-1979"
"Pete Maravich*","SG",31,"NOJ",49,0,37.2,8.9,21.1,0.421,0,0,0,8.9,21.1,0.421,0.421,4.8,5.7,0.841,0.7,1.8,2.5,5,1.2,0.4,4.1,2.1,22.6,"1978-1979"
"Cedric Maxwell","SF",23,"BOS",80,0,37.1,5.9,10.1,0.584,0,0,0,5.9,10.1,0.584,0.584,7.2,9,0.802,3.4,6.5,9.9,2.9,1.2,0.9,3.4,3.3,19,"1978-1979"
"Scott May","SF",24,"CHI",37,0,10.9,1.6,3.7,0.434,0,0,0,1.6,3.7,0.434,0.434,0.8,1.1,0.75,0.4,1.4,1.7,1.1,0.6,0,1.4,1.4,4,"1978-1979"
"Bob McAdoo*","PF-C",27,"TOT",60,0,37.2,9.9,18.8,0.529,0,0,0,9.9,18.8,0.529,0.529,4.9,7.5,0.656,2.2,6.5,8.7,2.8,1.2,1.1,3.6,3.2,24.8,"1978-1979"
"Bob McAdoo*","PF",27,"NYK",40,0,39.9,10.7,19.8,0.541,0,0,0,10.7,19.8,0.541,0.541,5.5,8.4,0.651,2.4,7.1,9.5,3.2,1.6,1.2,3.8,3.4,26.9,"1978-1979"
"Bob McAdoo*","C",27,"BOS",20,0,31.9,8.4,16.7,0.5,0,0,0,8.4,16.7,0.5,0.5,3.9,5.8,0.67,1.8,5.3,7.1,2,0.6,1,3.2,2.8,20.6,"1978-1979"
"Ted McClain","SG",32,"PHO",36,0,12.9,1.7,3.7,0.47,0,0,0,1.7,3.7,0.47,0.47,1.2,1.3,0.913,0.7,1.2,1.9,1.7,0.5,0,1.5,1.4,4.6,"1978-1979"
"Jim McElroy","PG",25,"NOJ",79,0,34.2,6.8,13.9,0.491,0,0,0,6.8,13.9,0.491,0.491,3.3,4.3,0.762,0.8,1.9,2.7,5.7,1.9,0.6,3,2.3,16.9,"1978-1979"
"George McGinnis*","PF",28,"DEN",76,0,33.6,7.9,16.8,0.474,0,0,0,7.9,16.8,0.474,0.474,6.7,10.1,0.665,3.4,8,11.4,3.7,1.7,0.7,4.6,4.2,22.6,"1978-1979"
"Billy McKinney","PG",23,"KCK",78,0,15.9,3.1,6.1,0.503,0,0,0,3.1,6.1,0.503,0.503,1.7,2.1,0.796,0.3,0.8,1.1,3.2,0.7,0,1.6,1.6,7.8,"1978-1979"
"Tom McMillen","C",26,"ATL",82,0,17,2.8,6.1,0.466,0,0,0,2.8,6.1,0.466,0.466,1.3,1.5,0.891,1.6,2.5,4,0.8,0.2,0.4,1.1,2.6,7,"1978-1979"
"Jim McMillian","SF",30,"POR",23,0,12.1,1.4,3.2,0.446,0,0,0,1.4,3.2,0.446,0.446,0.7,0.9,0.81,0.7,1,1.7,1.4,0.4,0.1,0.7,0.8,3.6,"1978-1979"
"Larry McNeill","PF",28,"DET",11,0,4.2,0.8,1.8,0.45,0,0,0,0.8,1.8,0.45,0.45,1,1.1,0.917,0.3,0.6,0.9,0.3,0,0,0.4,0.6,2.6,"1978-1979"
"John Mengelt","SG",29,"CHI",75,0,22.7,4.5,9.2,0.491,0,0,0,4.5,9.2,0.491,0.491,2,2.4,0.824,0.3,1.2,1.6,2.5,0.6,0.1,1.6,2,11,"1978-1979"
"Joe Meriweather","C",25,"TOT",77,0,22,3.1,6.5,0.484,0,0,0,3.1,6.5,0.484,0.484,1.6,2.4,0.674,1.9,3.5,5.3,1,0.5,1.2,1.7,3.7,7.9,"1978-1979"
"Joe Meriweather","C",25,"NOJ",36,0,17.8,2.3,5.2,0.449,0,0,0,2.3,5.2,0.449,0.449,1.4,2.2,0.654,1.7,3.4,5.1,0.9,0.5,1.1,1.3,2.9,6.1,"1978-1979"
"Joe Meriweather","C",25,"NYK",41,0,25.7,3.9,7.6,0.505,0,0,0,3.9,7.6,0.505,0.505,1.8,2.7,0.688,2,3.5,5.5,1.2,0.6,1.3,2.1,4.3,9.5,"1978-1979"
"Mike Mitchell","SF",23,"CLE",80,0,19.7,4.5,8.8,0.513,0,0,0,4.5,8.8,0.513,0.513,1.6,2.2,0.736,1.6,2.5,4.1,0.8,0.6,0.4,1.3,2.7,10.7,"1978-1979"
"Steve Mix","SF",31,"PHI",74,0,17.1,3.6,6.7,0.538,0,0,0,3.6,6.7,0.538,0.538,2.2,2.7,0.801,1.5,2.5,4,1.6,0.8,0.2,1.4,1.5,9.3,"1978-1979"
"Eric Money","PG",23,"TOT",70,0,28.3,6.3,12.8,0.497,0,0,0,6.3,12.8,0.497,0.497,2.4,3.4,0.717,1,1.3,2.3,4.7,1.2,0.2,3.4,2.9,15.1,"1978-1979"
"Eric Money","PG",23,"NJN",47,0,30.5,6.9,14.4,0.481,0,0,0,6.9,14.4,0.481,0.481,2.9,3.9,0.743,1.2,1.5,2.7,5.3,1.6,0.2,3.5,2.8,16.7,"1978-1979"
"Eric Money","PG",23,"PHI",23,0,23.7,5.2,9.4,0.548,0,0,0,5.2,9.4,0.548,0.548,1.5,2.3,0.63,0.7,1,1.6,3.6,0.6,0.1,3,3,11.8,"1978-1979"
"Earl Monroe*","SG",34,"NYK",64,0,21.8,5.1,10.9,0.471,0,0,0,5.1,10.9,0.471,0.471,2,2.4,0.838,0.4,0.8,1.2,3,0.8,0.1,1.5,1.9,12.3,"1978-1979"
"Glenn Mosley","PF",23,"SAS",26,0,8.5,1.2,2.9,0.413,0,0,0,1.2,2.9,0.413,0.413,0.9,1.5,0.605,1,1.4,2.5,0.7,0.3,0.4,0.8,1.3,3.3,"1978-1979"
"Calvin Murphy*","PG",30,"HOU",82,0,35.9,8.6,17.4,0.496,0,0,0,8.6,17.4,0.496,0.496,3,3.2,0.928,1,1.2,2.1,4.3,1.4,0.1,2.3,3.5,20.2,"1978-1979"
"Bob Nash","SF",28,"KCK",82,0,15.9,2.8,6.4,0.435,0,0,0,2.8,6.4,0.435,0.435,0.8,1,0.802,0.9,1.6,2.5,0.9,0.4,0.2,1,1.6,6.4,"1978-1979"
"Swen Nater","C",29,"SDC",79,0,25.4,4.5,7.9,0.569,0,0,0,4.5,7.9,0.569,0.569,1.7,2.1,0.8,2.8,6.1,8.9,1.8,0.5,0.4,2.2,3.1,10.7,"1978-1979"
"Lloyd Neal","PF",28,"POR",4,0,12,1,2.8,0.364,0,0,0,1,2.8,0.364,0.364,0.3,0.3,1,0.5,1.8,2.3,0.3,0,0.3,1.5,1.8,2.3,"1978-1979"
"Mike Newlin","SG",30,"HOU",76,0,24.1,3.7,7.6,0.487,0,0,0,3.7,7.6,0.487,0.487,2.8,3.2,0.872,0.7,1.6,2.2,3.8,0.7,0.1,2.3,2.9,10.2,"1978-1979"
"Norm Nixon","PG",23,"LAL",82,0,38.4,7.6,14,0.542,0,0,0,7.6,14,0.542,0.542,1.9,2.5,0.775,0.6,2.2,2.8,9,2.5,0.2,2.8,3,17.1,"1978-1979"
"Connie Norman","SG",25,"SDC",22,0,14.7,3.2,7.5,0.43,0,0,0,3.2,7.5,0.43,0.43,0.9,1,0.826,0.6,0.9,1.5,1.1,0.5,0.1,1,1.6,7.3,"1978-1979"
"Mark Olberding","PF",22,"SAS",80,0,23.6,3.3,6.9,0.474,0,0,0,3.3,6.9,0.474,0.474,2.9,3.6,0.803,1.2,4.2,5.4,2.6,0.7,0.2,2,3.5,9.4,"1978-1979"
"John Olive","SF",23,"SDC",34,0,5.6,0.4,1.2,0.325,0,0,0,0.4,1.2,0.325,0.325,0.5,0.7,0.783,0.1,0.5,0.6,0.1,0.1,0,0.4,0.9,1.3,"1978-1979"
"Tom Owens","C",29,"POR",82,0,34,7.3,13.4,0.548,0,0,0,7.3,13.4,0.548,0.548,3.9,4.9,0.794,3.2,5.8,9,3.7,0.7,0.7,3,4,18.5,"1978-1979"
"Robert Parish*","C",25,"GSW",76,0,31.7,7.3,14.6,0.499,0,0,0,7.3,14.6,0.499,0.499,2.6,3.7,0.698,3.5,8.6,12.1,1.5,1.3,2.9,3.1,4,17.2,"1978-1979"
"Sonny Parker","SF",23,"GSW",79,0,36.6,6.5,12.9,0.502,0,0,0,6.5,12.9,0.502,0.502,2.2,2.8,0.788,2.1,3.5,5.6,3.7,1.8,0.4,2.4,2.4,15.2,"1978-1979"
"Billy Paultz","C",30,"SAS",79,0,26.9,5.1,9.6,0.526,0,0,0,5.1,9.6,0.526,0.526,1.4,2.5,0.588,2.1,5.8,7.9,2.3,0.4,1.6,2,2.6,11.5,"1978-1979"
"Roger Phegley","SG",22,"WSB",29,0,5.3,1,2.7,0.359,0,0,0,1,2.7,0.359,0.359,0.8,1,0.828,0.2,0.6,0.8,0.5,0.2,0.1,0.6,0.7,2.8,"1978-1979"
"Stan Pietkiewicz","SG",22,"SDC",4,0,8,0.3,2,0.125,0,0,0,0.3,2,0.125,0.125,0.5,0.5,1,0,1.5,1.5,0.8,0.3,0,0.3,1.3,1,"1978-1979"
"Ben Poquette","PF",23,"DET",76,0,17.6,2.6,6.1,0.427,0,0,0,2.6,6.1,0.427,0.427,1.5,1.9,0.782,1.3,3.1,4.4,0.8,0.5,1.3,0.9,2.6,6.7,"1978-1979"
"Kevin Porter","PG",28,"DET",82,0,37.4,6.5,13.5,0.481,0,0,0,6.5,13.5,0.481,0.481,2.3,3.2,0.722,0.8,1.8,2.5,13.4,1.9,0.1,4.1,3.7,15.4,"1978-1979"
"Jim Price","PG",29,"LAL",75,0,16.1,2.3,4.6,0.497,0,0,0,2.3,4.6,0.497,0.497,0.7,1.1,0.696,0.3,1.3,1.6,2.9,0.9,0.2,1.3,1.7,5.3,"1978-1979"
"Wayne Radford","SG",22,"IND",52,0,12.5,1.6,3.4,0.474,0,0,0,1.6,3.4,0.474,0.474,0.7,0.9,0.8,0.5,0.8,1.3,1.1,0.6,0,0.9,1.2,3.9,"1978-1979"
"Clifford Ray","C",30,"GSW",82,0,23.4,2.8,5.4,0.526,0,0,0,2.8,5.4,0.526,0.526,1.3,2.3,0.558,2.6,4.8,7.4,1.7,0.6,0.6,1.9,3.2,6.9,"1978-1979"
"Marlon Redmond","SG",23,"TOT",53,0,14.3,3.1,7.3,0.421,0,0,0,3.1,7.3,0.421,0.421,0.6,0.9,0.62,1.1,1,2.1,1.1,0.5,0.3,1.1,1.8,6.7,"1978-1979"
"Marlon Redmond","SG",23,"KCK",49,0,15,3.3,7.7,0.432,0,0,0,3.3,7.7,0.432,0.432,0.6,1,0.62,1.2,1,2.2,1.2,0.6,0.3,1.1,1.9,7.2,"1978-1979"
